Data,Canal de atendimento,Denúncia emergencial,Denunciante,Cenário da violação,Município,Frequência,Início das violações,Vítimas,Relação vítima-suspeito,Orientação sexual da vítima,Faixa etária da vítima,Raça\Cor da vítima,Faixa etária do suspeito,Suspeito preso,Raça\Cor do suspeito,Ano,Mês,Dia
2023-02-14 22:02:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350950 | CAMPINAS,DIARIAMENTE,HÁ UM MÊS,1.0,FILHO(A),NÃO INFORMADO,50 A 54 ANOS,BRANCA,30 A 34 ANOS,NÃO,PARDA,2023,2,14
2023-02-18 12:25:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354580 | SANTA BÁRBARA DOESTE,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,65 A 69 ANOS,NÃO,PARDA,2023,2,18
2023-02-18 12:25:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354580 | SANTA BÁRBARA DOESTE,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,30 A 34 ANOS,NÃO,BRANCA,2023,2,18
2023-02-20 05:38:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,353070 | MOGI GUAÇU,SEMANALMENTE,HÁ UM MÊS,1.0,EX-COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,45 A 49 ANOS,NÃO INFORMADO,BRANCA,2023,2,20
2023-02-20 15:07:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,352010 | IGARAPAVA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,FILHO(A),NÃO,50 A 54 ANOS,BRANCA,55 A 59 ANOS,NÃO,BRANCA,2023,2,20
2023-02-20 21:00:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352920 | MARTINÓPOLIS,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1.0,FILHO(A),NÃO INFORMADO,50 A 54 ANOS,BRANCA,25 A 29 ANOS,NÃO,PARDA,2023,2,20
2023-02-22 12:46:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350950 | CAMPINAS,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,2.0,FILHO(A),NÃO,50 A 54 ANOS,BRANCA,40 A 44 ANOS,NÃO INFORMADO,BRANCA,2023,2,22
2023-02-22 15:51:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,352620 | JUQUITIBA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,EX-COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,70 A 74 ANOS,NÃO,,2023,2,22
2023-02-23 15:40:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,354340 | RIBEIRÃO PRETO,MENSALMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO INFORMADO,50 A 54 ANOS,PRETA,40 A 44 ANOS,NÃO INFORMADO,PARDA,2023,2,23
2023-02-24 10:46:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,352220 | ITAPECERICA DA SERRA,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1.0,FILHO(A),NÃO,50 A 54 ANOS,PRETA,20 A 24 ANOS,NÃO,,2023,2,24
2023-02-24 14:52:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,353060 | MOGI DAS CRUZES,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,60 A 64 ANOS,NÃO INFORMADO,BRANCA,2023,2,24
2023-02-26 09:48:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351300 | COTIA,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,70 A 74 ANOS,NÃO,BRANCA,2023,2,26
2023-02-26 10:28:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351300 | COTIA,DIARIAMENTE,HÁ UM MÊS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,,,,2023,2,26
2023-02-27 15:18:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352050 | INDAIATUBA,OCASIONALMENTE,HÁ UM MÊS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,50 A 54 ANOS,NÃO,,2023,2,27
2023-02-27 16:42:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351350 | CUBATÃO,OCASIONALMENTE,HÁ MAIS DE DEZ ANOS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,PRETA,60 A 64 ANOS,NÃO,PARDA,2023,2,27
2023-02-28 08:59:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE CINCO ANOS,1.0,GENRO/NORA,NÃO,50 A 54 ANOS,BRANCA,30 A 34 ANOS,NÃO,BRANCA,2023,2,28
2023-02-28 17:56:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355220 | SOROCABA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,ESPOSA(O),NÃO,50 A 54 ANOS,PRETA,55 A 59 ANOS,NÃO,PARDA,2023,2,28
2023-02-28 21:35:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,351060 | CARAPICUÍBA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,FILHO(A),NÃO,50 A 54 ANOS,PRETA,30 A 34 ANOS,NÃO,PARDA,2023,2,28
2023-03-02 13:19:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,350950 | CAMPINAS,SEMANALMENTE,HÁ MAIS DE SEIS MESES,1.0,EX-COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,40 A 44 ANOS,NÃO,BRANCA,2023,3,2
2023-03-02 23:46:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351880 | GUARULHOS,DIARIAMENTE,HÁ UM MÊS,1.0,ESPOSA(O),NÃO,50 A 54 ANOS,PRETA,60 A 64 ANOS,NÃO,PRETA,2023,3,2
2023-03-04 14:37:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,353980 | POÁ,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,1.0,IRMÃO(Ã),NÃO,50 A 54 ANOS,BRANCA,60 A 64 ANOS,NÃO,BRANCA,2023,3,4
2023-03-05 17:09:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355030 | SÃO PAULO,SEMANALMENTE,HÁ UM MÊS,1.0,VIZINHO(A),NÃO,50 A 54 ANOS,BRANCA,55 A 59 ANOS,NÃO INFORMADO,PARDA,2023,3,5
2023-03-05 23:38:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,351500 | EMBU DAS ARTES,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,ESPOSA(O),NÃO,50 A 54 ANOS,BRANCA,45 A 49 ANOS,NÃO,INDÍGENA,2023,3,5
2023-03-05 23:38:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,351500 | EMBU DAS ARTES,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,ESPOSA(O),NÃO,50 A 54 ANOS,BRANCA,20 A 24 ANOS,NÃO,PARDA,2023,3,5
2023-03-06 12:29:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,353140 | MONTE APRAZÍVEL,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,30 A 34 ANOS,NÃO INFORMADO,PRETA,2023,3,6
2023-03-06 14:08:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,350950 | CAMPINAS,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,NAMORADO(A),NÃO,50 A 54 ANOS,BRANCA,,,,2023,3,6
2023-03-07 13:11:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET),355030 | SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1.0,OUTROS,NÃO,50 A 54 ANOS,BRANCA,,,,2023,3,7
2023-03-07 18:53:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351060 | CARAPICUÍBA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,FILHO(A),NÃO,50 A 54 ANOS,BRANCA,30 A 34 ANOS,NÃO,BRANCA,2023,3,7
2023-03-08 09:11:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351870 | GUARUJÁ,DIARIAMENTE,HÁ UM MÊS,1.0,VIZINHO(A),NÃO,50 A 54 ANOS,BRANCA,35 A 39 ANOS,NÃO,BRANCA,2023,3,8
2023-03-08 13:20:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352240 | ITAPEVA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,IRMÃO(Ã),NÃO,50 A 54 ANOS,BRANCA,40 A 44 ANOS,NÃO,BRANCA,2023,3,8
2023-03-10 08:39:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,FILHO(A),NÃO,50 A 54 ANOS,BRANCA,35 A 39 ANOS,NÃO,BRANCA,2023,3,10
2023-03-10 13:06:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,354100 | PRAIA GRANDE,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,1.0,EX-ESPOSA(O),NÃO,50 A 54 ANOS,BRANCA,,,,2023,3,10
2023-03-12 09:35:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,2.0,VIZINHO(A),NÃO,50 A 54 ANOS,PRETA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2023,3,12
2023-03-12 15:07:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,OUTROS,350950 | CAMPINAS,MENSALMENTE,HÁ MAIS DE DEZ ANOS,1.0,TIO(A),NÃO,50 A 54 ANOS,BRANCA,65 A 69 ANOS,NÃO INFORMADO,BRANCA,2023,3,12
2023-03-13 07:32:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,VIA PÚBLICA,352310 | ITAQUAQUECETUBA,DIARIAMENTE,HÁ UMA SEMANA,1.0,VIZINHO(A),NÃO,50 A 54 ANOS,BRANCA,40 A 44 ANOS,NÃO INFORMADO,PRETA,2023,3,13
2023-03-13 07:32:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,VIA PÚBLICA,352310 | ITAQUAQUECETUBA,DIARIAMENTE,HÁ UMA SEMANA,1.0,VIZINHO(A),NÃO,50 A 54 ANOS,BRANCA,,,,2023,3,13
2023-03-13 07:52:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355060 | SÃO ROQUE,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,IRMÃO(Ã),NÃO,50 A 54 ANOS,BRANCA,55 A 59 ANOS,NÃO,BRANCA,2023,3,13
2023-03-13 08:06:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355060 | SÃO ROQUE,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,IRMÃO(Ã),NÃO,50 A 54 ANOS,BRANCA,35 A 39 ANOS,NÃO,BRANCA,2023,3,13
2023-03-13 16:10:00,APLICATIVO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355030 | SÃO PAULO,DIARIAMENTE,NÃO SABE INFORMAR,1.0,IRMÃO(Ã),NÃO INFORMADO,50 A 54 ANOS,NÃO INFORMADO,50 A 54 ANOS,NÃO,,2023,3,13
2023-03-18 00:45:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,VIA PÚBLICA,350950 | CAMPINAS,OCASIONALMENTE,HÁ MAIS DE DEZ ANOS,1.0,OUTROS,NÃO,50 A 54 ANOS,PRETA,25 A 29 ANOS,NÃO INFORMADO,PRETA,2023,3,18
2023-03-18 15:12:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,350270 | APIAÍ,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,2.0,OUTROS,NÃO,50 A 54 ANOS,BRANCA,NÃO INFORMADO,NÃO,,2023,3,18
2023-03-18 15:42:00,PORTAL,NÃO,TERCEIRO,CASA DA VÍTIMA,355030 | SÃO PAULO,OCASIONALMENTE,NÃO SABE INFORMAR,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,NÃO INFORMADO,75 A 79 ANOS,NÃO,BRANCA,2023,3,18
2023-03-18 22:46:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350730 | BORACÉIA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,ESPOSA(O),NÃO,50 A 54 ANOS,PRETA,45 A 49 ANOS,NÃO,PRETA,2023,3,18
2023-03-19 09:25:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,354850 | SANTOS,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1.0,VIZINHO(A),NÃO,50 A 54 ANOS,BRANCA,40 A 44 ANOS,NÃO INFORMADO,BRANCA,2023,3,19
2023-03-19 12:27:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,354330 | RIBEIRÃO PIRES,NÃO SABE INFORMAR,NÃO SABE INFORMAR,1.0,EX-ESPOSA(O),NÃO,50 A 54 ANOS,BRANCA,50 A 54 ANOS,NÃO,BRANCA,2023,3,19
2023-03-20 11:21:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354780 | SANTO ANDRÉ,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,IRMÃO(Ã),NÃO,50 A 54 ANOS,PRETA,65 A 69 ANOS,NÃO INFORMADO,PRETA,2023,3,20
2023-03-20 11:38:00,WEBCHAT,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355220 | SOROCABA,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,1.0,MÃE,NÃO,50 A 54 ANOS,BRANCA,50 A 54 ANOS,NÃO INFORMADO,BRANCA,2023,3,20
2023-03-22 11:05:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,IRMÃO(Ã),NÃO,50 A 54 ANOS,,60 A 64 ANOS,NÃO INFORMADO,PARDA,2023,3,22
2023-03-23 01:33:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,INSTITUIÇÃO DE ENSINO,355240 | SUMARÉ,DIARIAMENTE,HÁ UM MÊS,1.0,COLEGA DE TRABALHO (MESMO NÍVEL HIERÁRQUICO),NÃO,50 A 54 ANOS,INDÍGENA,30 A 34 ANOS,NÃO,BRANCA,2023,3,23
2023-03-23 01:33:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,INSTITUIÇÃO DE ENSINO,355240 | SUMARÉ,DIARIAMENTE,HÁ UM MÊS,1.0,COLEGA DE TRABALHO (MESMO NÍVEL HIERÁRQUICO),NÃO,50 A 54 ANOS,INDÍGENA,50 A 54 ANOS,NÃO INFORMADO,BRANCA,2023,3,23
2023-03-23 01:33:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,INSTITUIÇÃO DE ENSINO,355240 | SUMARÉ,DIARIAMENTE,HÁ UM MÊS,1.0,COLEGA DE TRABALHO (MESMO NÍVEL HIERÁRQUICO),NÃO,50 A 54 ANOS,INDÍGENA,45 A 49 ANOS,NÃO,BRANCA,2023,3,23
2023-03-24 14:12:00,TELEFÔNICO,NÃO,TERCEIRO,LOCAL DE TRABALHO DO AGRESSOR,350360 | AREIÓPOLIS,ÚNICA OCORRÊNCIA,NÃO SE APLICA,2.0,PROFISSIONAL DE SAÚDE,NÃO,50 A 54 ANOS,BRANCA,35 A 39 ANOS,NÃO,BRANCA,2023,3,24
2023-03-25 10:33:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351430 | DOURADO,DIARIAMENTE,HÁ UM MÊS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,PRETA,30 A 34 ANOS,PENA (RECLUSÃO),,2023,3,25
2023-03-25 13:47:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,351907 | HORTOLÂNDIA,DIARIAMENTE,HÁ MAIS DE UM ANO,2.0,IRMÃO(Ã),NÃO,50 A 54 ANOS,BRANCA,45 A 49 ANOS,NÃO,BRANCA,2023,3,25
2023-03-25 21:42:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354580 | SANTA BÁRBARA DOESTE,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,65 A 69 ANOS,NÃO,PARDA,2023,3,25
2023-03-27 09:56:00,TELEFÔNICO,NÃO,TERCEIRO,LOCAL DE TRABALHO DO AGRESSOR,350360 | AREIÓPOLIS,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,1.0,OUTROS,NÃO,50 A 54 ANOS,BRANCA,35 A 39 ANOS,NÃO,,2023,3,27
2023-03-29 12:53:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,,,,2023,3,29
2023-03-29 12:58:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,LOCAL DE TRABALHO DA VÍTIMA,350950 | CAMPINAS,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1.0,COLEGA DE TRABALHO (MESMO NÍVEL HIERÁRQUICO),NÃO,50 A 54 ANOS,PRETA,20 A 24 ANOS,NÃO INFORMADO,BRANCA,2023,3,29
2023-03-29 12:58:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,LOCAL DE TRABALHO DA VÍTIMA,350950 | CAMPINAS,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1.0,COLEGA DE TRABALHO (MESMO NÍVEL HIERÁRQUICO),NÃO,50 A 54 ANOS,PRETA,30 A 34 ANOS,NÃO,BRANCA,2023,3,29
2023-03-29 16:57:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,354100 | PRAIA GRANDE,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,EX-COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,60 A 64 ANOS,NÃO,NÃO INFORMADO,2023,3,29
2023-03-30 08:06:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355030 | SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE SEIS MESES,1.0,OUTROS,NÃO,50 A 54 ANOS,BRANCA,45 A 49 ANOS,NÃO,BRANCA,2023,3,30
2023-03-30 15:59:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,353800 | PINDAMONHANGABA,DIARIAMENTE,NÃO SABE INFORMAR,1.0,FILHO(A),NÃO,50 A 54 ANOS,BRANCA,30 A 34 ANOS,NÃO,BRANCA,2023,3,30
2023-01-01 22:55:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE DEZ ANOS,1.0,COMPANHEIRO(A),NÃO,45 A 49 ANOS,BRANCA,60 A 64 ANOS,NÃO,PRETA,2023,1,1
2023-01-02 08:31:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,352620 | JUQUITIBA,DIARIAMENTE,HÁ UM MÊS,2.0,PRESTADOR(A) DE SERVIÇO,NÃO,45 A 49 ANOS,BRANCA,30 A 34 ANOS,NÃO,BRANCA,2023,1,2
2023-01-02 09:01:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354360 | RIFAINA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,ESPOSA(O),NÃO,45 A 49 ANOS,BRANCA,35 A 39 ANOS,FLAGRANTE,PARDA,2023,1,2
2023-01-02 09:25:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DO SUSPEITO,351880 | GUARULHOS,SEMANALMENTE,HÁ MAIS DE SEIS MESES,1.0,EX-NAMORADO(A),NÃO,45 A 49 ANOS,BRANCA,40 A 44 ANOS,NÃO,PARDA,2023,1,2
2023-01-02 12:30:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,TERCEIRO,CASA DA VÍTIMA,353060 | MOGI DAS CRUZES,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,1.0,EX-ESPOSA(O),NÃO,45 A 49 ANOS,BRANCA,50 A 54 ANOS,NÃO,BRANCA,2023,1,2
2023-01-02 17:52:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350950 | CAMPINAS,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,ESPOSA(O),NÃO,45 A 49 ANOS,PRETA,NÃO INFORMADO,NÃO,,2023,1,2
2023-01-02 21:49:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO,45 A 49 ANOS,BRANCA,40 A 44 ANOS,NÃO,PARDA,2023,1,2
2023-01-03 13:18:00,WHATSAPP,NÃO,TERCEIRO,CASA DA VÍTIMA,350115 | ALUMÍNIO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,2.0,VIZINHO(A),NÃO,45 A 49 ANOS,BRANCA,,,,2023,1,3
2023-01-03 14:43:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,351910 | IACANGA,DIARIAMENTE,HÁ UM MÊS,1.0,EX-COMPANHEIRO(A),NÃO,45 A 49 ANOS,AMARELA,40 A 44 ANOS,NÃO,BRANCA,2023,1,3
2023-01-03 14:47:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,353930 | PIRASSUNUNGA,DIARIAMENTE,HÁ UM MÊS,1.0,VIZINHO(A),NÃO,45 A 49 ANOS,PRETA,16 ANOS,NÃO,PARDA,2023,1,3
2023-01-03 14:47:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,353930 | PIRASSUNUNGA,DIARIAMENTE,HÁ UM MÊS,1.0,VIZINHO(A),NÃO,45 A 49 ANOS,PRETA,16 ANOS,NÃO,PARDA,2023,1,3
2023-01-03 14:47:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,353930 | PIRASSUNUNGA,DIARIAMENTE,HÁ UM MÊS,1.0,VIZINHO(A),NÃO,45 A 49 ANOS,PRETA,14 ANOS,NÃO,PRETA,2023,1,3
2023-01-03 15:58:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350280 | ARAÇATUBA,SEMANALMENTE,HÁ MAIS DE SEIS MESES,1.0,FILHO(A),NÃO,45 A 49 ANOS,BRANCA,20 A 24 ANOS,NÃO,BRANCA,2023,1,3
2023-01-03 16:23:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352590 | JUNDIAÍ,OCASIONALMENTE,NÃO SABE INFORMAR,2.0,ESPOSA(O),NÃO,45 A 49 ANOS,BRANCA,50 A 54 ANOS,NÃO,BRANCA,2023,1,3
2023-01-03 19:53:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1.0,FILHO(A),NÃO,45 A 49 ANOS,BRANCA,17 ANOS,NÃO,PRETA,2023,1,3
2023-01-03 20:24:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,353440 | OSASCO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1.0,VIZINHO(A),NÃO,45 A 49 ANOS,BRANCA,60 A 64 ANOS,NÃO,PARDA,2023,1,3
2023-01-04 10:57:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,355620 | VALINHOS,DIARIAMENTE,HÁ UM MÊS,1.0,ESPOSA(O),NÃO INFORMADO,45 A 49 ANOS,BRANCA,40 A 44 ANOS,NÃO INFORMADO,,2023,1,4
2023-01-04 21:49:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,EX-NAMORADO(A),NÃO,45 A 49 ANOS,BRANCA,65 A 69 ANOS,NÃO,BRANCA,2023,1,4
2023-01-05 15:39:00,WEBCHAT,NÃO,TERCEIRO,CASA DA VÍTIMA,355250 | SUZANO,OCASIONALMENTE,NÃO SABE INFORMAR,1.0,OUTROS,NÃO INFORMADO,45 A 49 ANOS,BRANCA,35 A 39 ANOS,NÃO,NÃO INFORMADO,2023,1,5
2023-01-06 15:44:00,PORTAL,NÃO,TERCEIRO,CASA DA VÍTIMA,350570 | BARUERI,DIARIAMENTE,NÃO SABE INFORMAR,1.0,VIZINHO(A),NÃO,45 A 49 ANOS,NÃO INFORMADO,65 A 69 ANOS,NÃO,BRANCA,2023,1,6
2023-01-06 16:26:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ UM MÊS,1.0,COMPANHEIRO(A),NÃO,45 A 49 ANOS,PRETA,50 A 54 ANOS,NÃO INFORMADO,BRANCA,2023,1,6
